*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Apr  3 2025 20:54:34
*************************************************
parsing config file: /home/zir/Pythia/config/pythia.ini

trace_0 /home/zir/ChampSim/ML-DPC/ChampSimTraces/spec17/621.wrf-s1.trace.xz
scooby_state_140e924|52|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_8e8510|50|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e945|52|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409fe0|9|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e92b|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_8e7320|18|10 10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409741|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_14076c6|23|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409711|8|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_14076d6|6|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409fe0|18|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e918|8|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f490|28|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409711|51|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e91e|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409741|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e939|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e93f|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e92b|34|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409778|12|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f495|26|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e91e|55|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f495|56|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409fe0|63|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_904790|41|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409fe0|43|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e918|31|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409fe0|23|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f301|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e945|30|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e94b|11|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac4f|10|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e94b|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac30|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_f33d0c|14|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_8e8510|58|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_8e8510|20|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140972d|52|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f301|11|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409711|9|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409741|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e91e|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac60|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409778|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac78|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac55|35|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f495|60|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e93f|13|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409778|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409741|33|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409711|52|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e93f|34|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e945|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e939|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e924|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e918|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e93f|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_903a70|23|5 5,0,0,0,3,1,0,0,5,0,0,0,0,0,0,14,
scooby_state_140972d|31|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e945|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e924|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac30|11|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac45|30|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1406980|62|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac4f|30|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e91e|57|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac60|11|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e945|10|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ca5e|15|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f301|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140e94b|57|1 13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,
scooby_state_140ac30|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac45|51|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409756|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac55|13|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac60|32|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac30|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac45|8|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac4f|9|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac55|34|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac78|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140ac30|54|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_140f490|60|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_1409711|53|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac60|8|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac78|59|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_903a70|10|5 7,0,0,0,2,1,0,0,3,0,0,0,0,0,0,13,
scooby_state_140e924|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|7|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1406338|54|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|6|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409741|8|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac55|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|14|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|61|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|47|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1406980|55|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|1|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140972d|14|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac45|6|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|49|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|4|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|61|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_903a70|5|5 8,0,1,0,2,0,0,0,2,0,0,0,0,0,0,13,
scooby_state_140f301|46|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409741|17|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|4|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409fe0|21|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|31|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|14|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac45|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140976c|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1407447|53|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140972d|33|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|1|1 12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,
scooby_state_140f301|16|1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,
scooby_state_140f301|34|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|36|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|52|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|60|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|28|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|7|1 12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,
scooby_state_140ef80|54|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|3|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ef80|32|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|39|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|58|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|18|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|18|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|18|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|18|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|61|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|61|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|40|1 12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,
scooby_state_140e94b|59|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|59|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|57|1 12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|17|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|36|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|36|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|60|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|16|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac4f|54|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|9|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409778|60|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409778|36|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|56|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|35|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140972d|46|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409711|28|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|8|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|21|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac45|7|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_904790|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|8|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|35|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|28|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|3|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|10|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|5|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_903a70|9|5 4,0,0,0,3,1,0,0,5,0,0,0,0,0,0,13,
scooby_state_140f495|21|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409778|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e1d8|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_9036b5|33|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|46|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac55|41|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac78|51|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|60|1 12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,
scooby_state_140ac78|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|62|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409711|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac30|17|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|46|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_14076d6|54|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|16|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|16|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|16|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|16|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|40|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|40|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|40|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|59|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|59|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac60|52|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|19|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|19|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|19|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac60|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|38|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|58|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|62|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|17|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|60|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|2|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac78|7|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|4|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|58|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409741|10|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|5|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|49|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|47|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|47|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|47|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|7|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|26|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|26|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409778|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|35|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|5|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|25|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|49|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f306|13|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac45|33|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|28|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|7|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|44|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|20|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|20|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|63|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|42|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f490|43|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|6|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_905f29|31|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1409756|48|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140976c|14|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|26|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_903690|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|50|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|23|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_1406984|34|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|49|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|3|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f306|32|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|26|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|5|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e93f|27|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|46|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|6|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|25|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|25|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ef80|51|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e939|34|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|34|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|10|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140ac78|29|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f495|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|35|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|14|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|57|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|36|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140f301|15|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|34|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e92b|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|58|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e945|13|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e924|13|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e918|13|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e91e|28|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_140e94b|37|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
